,Total,Alabama,Alaska,Arizona,Arkansas,California,Colorado,Connecticut,Delaware,District of Columbia,Florida,Georgia,Hawaii,Idaho,Illinois,Indiana,Iowa,Kansas,Kentucky,Louisiana,Maine,Maryland,Massachusetts,Michigan,Minnesota,Mississippi,Missouri,Montana,Nebraska,Nevada,New Hampshire,New Jersey,New Mexico,New York,North Carolina,North Dakota,Ohio,Oklahoma,Oregon,Pennsylvania,Rhode Island,South Carolina,South Dakota,Tennessee,Texas,U.S. Armed Services Posts,U.S. Dependencies,Utah,Vermont,Virginia,Washington,West Virginia,Wisconsin,Wyoming,Unknown
Peru,17699.0,41.0,21.0,135.0,16.0,2677.0,183.0,448.0,17.0,30.0,4504.0,384.0,16.0,39.0,252.0,82.0,16.0,34.0,48.0,48.0,23.0,489.0,249.0,76.0,78.0,18.0,60.0,6.0,38.0,158.0,23.0,2276.0,29.0,1838.0,259.0,,156.0,72.0,104.0,229.0,38.0,60.0,,59.0,640.0,,78.0,242.0,10.0,1136.0,165.0,16.0,73.0,5.0,0
Philippines,72596.0,213.0,575.0,862.0,199.0,29300.0,362.0,470.0,93.0,95.0,3391.0,790.0,4109.0,132.0,3524.0,408.0,129.0,238.0,332.0,211.0,89.0,1407.0,408.0,860.0,564.0,161.0,389.0,71.0,87.0,2415.0,94.0,3174.0,139.0,3899.0,582.0,30.0,848.0,279.0,407.0,676.0,64.0,316.0,46.0,894.0,3435.0,37.0,1196.0,199.0,43.0,1687.0,2172.0,66.0,384.0,45.0,0
Poland,10355.0,7.0,5.0,87.0,7.0,455.0,79.0,502.0,10.0,12.0,477.0,99.0,5.0,3.0,3321.0,46.0,3.0,7.0,12.0,10.0,13.0,62.0,265.0,220.0,23.0,4.0,37.0,5.0,13.0,56.0,13.0,1234.0,12.0,2226.0,59.0,,100.0,4.0,21.0,266.0,19.0,35.0,,39.0,154.0,0.0,5.0,13.0,3.0,112.0,106.0,4.0,81.0,,0
Portugal,1019.0,,0.0,9.0,,105.0,,42.0,0.0,5.0,53.0,4.0,,0.0,,3.0,,,,,,12.0,232.0,,,,,0.0,0.0,,3.0,255.0,,102.0,5.0,0.0,5.0,,,26.0,64.0,6.0,0.0,0.0,18.0,0.0,3.0,3.0,0.0,27.0,9.0,0.0,0.0,0.0,0
Puerto Rico,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Qatar,138.0,0.0,0.0,4.0,0.0,21.0,,,0.0,,10.0,4.0,0.0,0.0,5.0,0.0,0.0,6.0,0.0,,0.0,4.0,,6.0,,0.0,13.0,0.0,,0.0,,13.0,0.0,16.0,,0.0,,,0.0,,0.0,0.0,0.0,,12.0,0.0,0.0,,0.0,7.0,,0.0,,0.0,0
Reunion,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Romania,5802.0,33.0,3.0,213.0,39.0,820.0,64.0,92.0,19.0,9.0,444.0,256.0,,30.0,635.0,57.0,13.0,10.0,24.0,21.0,12.0,84.0,97.0,382.0,40.0,9.0,46.0,4.0,6.0,91.0,36.0,178.0,13.0,585.0,89.0,3.0,206.0,11.0,142.0,159.0,5.0,52.0,6.0,51.0,172.0,,6.0,20.0,3.0,131.0,326.0,14.0,36.0,,0
Russia,9426.0,69.0,37.0,158.0,16.0,1446.0,271.0,135.0,16.0,21.0,552.0,268.0,8.0,67.0,398.0,95.0,50.0,33.0,116.0,36.0,30.0,286.0,368.0,202.0,138.0,24.0,201.0,13.0,24.0,70.0,54.0,350.0,17.0,1205.0,170.0,,202.0,48.0,172.0,363.0,32.0,50.0,11.0,70.0,366.0,,9.0,83.0,20.0,267.0,622.0,10.0,146.0,6.0,0
Rwanda,357.0,0.0,0.0,12.0,0.0,17.0,12.0,5.0,3.0,3.0,11.0,25.0,,0.0,9.0,18.0,,8.0,5.0,,12.0,8.0,11.0,22.0,8.0,0.0,,0.0,0.0,,7.0,3.0,0.0,41.0,6.0,3.0,14.0,,5.0,14.0,,0.0,,13.0,33.0,0.0,0.0,3.0,,6.0,4.0,0.0,3.0,0.0,0
Saint Helena,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Saint Kitts-Nevis,347.0,,0.0,0.0,0.0,3.0,0.0,7.0,0.0,7.0,46.0,12.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,24.0,5.0,,0.0,0.0,,0.0,,0.0,0.0,10.0,0.0,88.0,6.0,0.0,,,0.0,3.0,5.0,0.0,0.0,,8.0,0.0,105.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0
Saint Lucia,928.0,,0.0,,0.0,15.0,0.0,46.0,7.0,0.0,162.0,36.0,0.0,0.0,,,,,,6.0,,12.0,11.0,0.0,,0.0,0.0,0.0,0.0,,0.0,33.0,0.0,423.0,4.0,0.0,4.0,0.0,0.0,6.0,,6.0,0.0,3.0,32.0,0.0,94.0,0.0,0.0,9.0,0.0,0.0,,0.0,0
Saint Vincent and the Grenadines,567.0,8.0,0.0,0.0,,13.0,0.0,7.0,,0.0,40.0,3.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,5.0,14.0,,,0.0,0.0,,0.0,,0.0,21.0,0.0,388.0,,,5.0,,0.0,19.0,0.0,3.0,0.0,4.0,4.0,0.0,4.0,0.0,0.0,10.0,3.0,0.0,,0.0,0
Samoa,290.0,0.0,12.0,3.0,0.0,87.0,,,0.0,0.0,5.0,,81.0,0.0,,0.0,0.0,,,,,3.0,,0.0,0.0,0.0,5.0,0.0,0.0,6.0,,,,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,35.0,0.0,,24.0,0.0,0.0,,0
Sao Tome and Principe,7.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Saudi Arabia,1171.0,6.0,0.0,13.0,3.0,173.0,19.0,5.0,3.0,,87.0,24.0,,,83.0,10.0,6.0,4.0,3.0,8.0,,18.0,21.0,58.0,27.0,,11.0,0.0,5.0,5.0,0.0,62.0,,112.0,29.0,0.0,38.0,20.0,8.0,49.0,3.0,8.0,0.0,10.0,115.0,0.0,0.0,5.0,0.0,83.0,18.0,,8.0,0.0,0
Senegal,1024.0,9.0,0.0,4.0,,46.0,9.0,10.0,0.0,18.0,24.0,48.0,0.0,,30.0,18.0,,4.0,16.0,4.0,0.0,75.0,30.0,43.0,4.0,,8.0,0.0,,5.0,3.0,48.0,0.0,232.0,38.0,0.0,109.0,3.0,5.0,25.0,18.0,3.0,0.0,19.0,52.0,0.0,,,4.0,33.0,15.0,0.0,4.0,0.0,0
Serbia and Montenegro,3586.0,7.0,,57.0,,254.0,22.0,109.0,6.0,11.0,149.0,80.0,6.0,11.0,317.0,25.0,12.0,8.0,16.0,,4.0,36.0,58.0,275.0,16.0,4.0,46.0,,4.0,26.0,9.0,171.0,6.0,1253.0,35.0,13.0,71.0,7.0,8.0,91.0,4.0,8.0,6.0,14.0,106.0,0.0,,17.0,6.0,79.0,54.0,0.0,60.0,,0
Seychelles,7.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0
Sierra Leone,1999.0,,0.0,14.0,0.0,118.0,10.0,7.0,10.0,20.0,30.0,80.0,0.0,,38.0,12.0,7.0,3.0,,0.0,0.0,339.0,70.0,16.0,44.0,,22.0,0.0,,,7.0,150.0,,323.0,43.0,4.0,85.0,4.0,5.0,153.0,9.0,,0.0,17.0,91.0,0.0,0.0,,0.0,213.0,31.0,,8.0,0.0,0
Singapore,985.0,0.0,0.0,14.0,,342.0,14.0,27.0,0.0,,21.0,26.0,15.0,,27.0,6.0,,,3.0,0.0,,13.0,24.0,19.0,21.0,,3.0,,,8.0,,37.0,4.0,93.0,11.0,0.0,14.0,5.0,22.0,22.0,3.0,0.0,0.0,3.0,82.0,0.0,,12.0,0.0,21.0,46.0,,8.0,0.0,0
Slovak Republic,763.0,4.0,,7.0,5.0,76.0,5.0,25.0,,3.0,56.0,10.0,0.0,,48.0,3.0,4.0,,,,5.0,21.0,19.0,13.0,12.0,,4.0,0.0,0.0,4.0,3.0,127.0,,149.0,11.0,,17.0,,0.0,33.0,,5.0,,8.0,20.0,0.0,0.0,,,30.0,15.0,0.0,3.0,,0
Slovenia,87.0,0.0,0.0,,0.0,20.0,,,0.0,0.0,5.0,3.0,,,5.0,,0.0,0.0,,,0.0,0.0,4.0,0.0,,0.0,,0.0,0.0,,0.0,,,16.0,3.0,0.0,,0.0,,,0.0,0.0,0.0,,3.0,0.0,0.0,0.0,0.0,,4.0,0.0,0.0,0.0,0
Solomon Islands,10.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Somalia,6251.0,0.0,0.0,198.0,0.0,293.0,97.0,46.0,0.0,4.0,19.0,201.0,0.0,49.0,96.0,29.0,17.0,38.0,81.0,4.0,199.0,54.0,170.0,73.0,1801.0,,120.0,0.0,87.0,49.0,26.0,6.0,,155.0,69.0,23.0,701.0,4.0,104.0,42.0,8.0,8.0,22.0,246.0,220.0,0.0,,88.0,67.0,216.0,450.0,,66.0,0.0,0
South Africa,2988.0,25.0,8.0,70.0,13.0,541.0,80.0,53.0,8.0,7.0,304.0,173.0,14.0,14.0,97.0,38.0,19.0,19.0,19.0,12.0,12.0,42.0,68.0,45.0,34.0,7.0,25.0,3.0,17.0,20.0,11.0,96.0,10.0,202.0,115.0,6.0,67.0,21.0,29.0,86.0,5.0,43.0,6.0,34.0,211.0,0.0,,23.0,7.0,108.0,90.0,,27.0,,0
"Soviet Union, former",5090.0,26.0,37.0,67.0,17.0,783.0,76.0,45.0,8.0,10.0,508.0,125.0,16.0,24.0,191.0,51.0,7.0,24.0,41.0,19.0,26.0,77.0,164.0,106.0,60.0,9.0,42.0,7.0,8.0,54.0,22.0,318.0,14.0,828.0,102.0,4.0,134.0,36.0,57.0,183.0,14.0,53.0,,55.0,180.0,0.0,4.0,53.0,9.0,129.0,197.0,7.0,59.0,,0
Spain,1578.0,6.0,,19.0,,285.0,14.0,22.0,,5.0,334.0,25.0,3.0,3.0,55.0,14.0,8.0,9.0,7.0,9.0,,32.0,36.0,18.0,13.0,,11.0,,4.0,11.0,5.0,86.0,9.0,179.0,32.0,,15.0,7.0,7.0,38.0,4.0,12.0,0.0,4.0,77.0,0.0,39.0,18.0,,49.0,32.0,,7.0,3.0,0
Sri Lanka,1831.0,3.0,0.0,17.0,7.0,491.0,8.0,23.0,,,59.0,21.0,12.0,,55.0,22.0,4.0,10.0,,9.0,3.0,135.0,57.0,26.0,32.0,,19.0,0.0,4.0,30.0,4.0,99.0,3.0,293.0,21.0,6.0,34.0,7.0,21.0,50.0,3.0,4.0,0.0,15.0,96.0,0.0,0.0,7.0,,60.0,40.0,,10.0,,0
Sudan,2930.0,12.0,,113.0,,195.0,110.0,27.0,4.0,8.0,69.0,87.0,0.0,19.0,95.0,31.0,80.0,20.0,23.0,5.0,72.0,101.0,49.0,43.0,92.0,4.0,43.0,0.0,152.0,15.0,41.0,55.0,,201.0,156.0,27.0,59.0,,5.0,117.0,0.0,9.0,36.0,96.0,226.0,0.0,0.0,19.0,10.0,324.0,67.0,0.0,7.0,0.0,0
