,Total,Alabama,Alaska,Arizona,Arkansas,California,Colorado,Connecticut,Delaware,District of Columbia,Florida,Georgia,Hawaii,Idaho,Illinois,Indiana,Iowa,Kansas,Kentucky,Louisiana,Maine,Maryland,Massachusetts,Michigan,Minnesota,Mississippi,Missouri,Montana,Nebraska,Nevada,New Hampshire,New Jersey,New Mexico,New York,North Carolina,North Dakota,Ohio,Oklahoma,Oregon,Pennsylvania,Rhode Island,South Carolina,South Dakota,Tennessee,Texas,U.S. Armed Services Posts,U.S. Dependencies,Utah,Vermont,Virginia,Washington,West Virginia,Wisconsin,Wyoming,Unknown
Spain,1971.0,4.0,,22.0,4.0,250.0,27.0,43.0,,13.0,447.0,51.0,3.0,3.0,63.0,20.0,9.0,,6.0,,3.0,42.0,72.0,21.0,9.0,,17.0,,6.0,12.0,9.0,141.0,6.0,271.0,27.0,,24.0,8.0,10.0,31.0,11.0,17.0,,9.0,93.0,0.0,42.0,16.0,0.0,50.0,35.0,,11.0,,0
Sri Lanka,2192.0,12.0,0.0,15.0,14.0,532.0,9.0,34.0,0.0,3.0,101.0,31.0,9.0,0.0,47.0,14.0,,6.0,21.0,6.0,4.0,146.0,70.0,22.0,22.0,,5.0,0.0,7.0,53.0,3.0,178.0,,423.0,31.0,,48.0,,16.0,49.0,4.0,16.0,0.0,18.0,101.0,0.0,,,0.0,78.0,21.0,0.0,12.0,0.0,0
Sudan,5504.0,20.0,0.0,236.0,4.0,309.0,130.0,42.0,3.0,29.0,161.0,198.0,0.0,20.0,143.0,53.0,242.0,38.0,64.0,7.0,122.0,152.0,73.0,119.0,162.0,7.0,113.0,0.0,300.0,20.0,82.0,77.0,,370.0,184.0,63.0,83.0,5.0,19.0,194.0,,13.0,86.0,284.0,474.0,0.0,0.0,86.0,31.0,511.0,145.0,3.0,23.0,0.0,0
Suriname,314.0,,0.0,0.0,0.0,21.0,0.0,,0.0,,86.0,5.0,0.0,0.0,5.0,0.0,,0.0,0.0,,0.0,11.0,4.0,5.0,4.0,0.0,0.0,0.0,0.0,,0.0,23.0,0.0,119.0,4.0,0.0,0.0,,0.0,7.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0
Swaziland,11.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Sweden,1376.0,3.0,,29.0,6.0,295.0,42.0,25.0,,11.0,187.0,35.0,16.0,0.0,39.0,6.0,4.0,3.0,7.0,,5.0,20.0,48.0,34.0,18.0,,7.0,3.0,3.0,7.0,6.0,36.0,6.0,145.0,36.0,,20.0,8.0,21.0,33.0,6.0,16.0,0.0,7.0,68.0,0.0,,5.0,,49.0,33.0,,10.0,4.0,0
Switzerland,983.0,,3.0,20.0,0.0,191.0,19.0,25.0,,4.0,86.0,37.0,9.0,5.0,27.0,4.0,,4.0,,7.0,0.0,19.0,35.0,11.0,13.0,,13.0,,,7.0,5.0,43.0,4.0,157.0,18.0,,11.0,10.0,14.0,21.0,4.0,13.0,0.0,8.0,50.0,0.0,4.0,9.0,,26.0,20.0,0.0,9.0,4.0,0
Syria,2918.0,14.0,0.0,47.0,9.0,802.0,18.0,41.0,4.0,10.0,183.0,29.0,,,240.0,27.0,7.0,8.0,15.0,11.0,0.0,56.0,96.0,160.0,19.0,3.0,14.0,0.0,8.0,11.0,,166.0,8.0,227.0,27.0,0.0,115.0,17.0,6.0,205.0,19.0,8.0,,21.0,146.0,0.0,6.0,4.0,,60.0,20.0,13.0,12.0,0.0,0
Taiwan,8087.0,21.0,10.0,78.0,21.0,3686.0,49.0,58.0,,11.0,233.0,178.0,86.0,7.0,162.0,41.0,19.0,22.0,23.0,23.0,6.0,145.0,116.0,105.0,34.0,5.0,46.0,4.0,9.0,64.0,18.0,374.0,21.0,708.0,108.0,5.0,119.0,17.0,47.0,83.0,6.0,21.0,,39.0,614.0,0.0,20.0,69.0,4.0,205.0,294.0,5.0,38.0,4.0,1
Tajikistan,239.0,0.0,,0.0,0.0,28.0,17.0,0.0,0.0,4.0,8.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,8.0,,3.0,9.0,0.0,,0.0,6.0,0.0,0.0,13.0,0.0,75.0,,,7.0,,14.0,9.0,0.0,,0.0,0.0,6.0,0.0,0.0,,,5.0,11.0,,0.0,0.0,0
Tanzania,949.0,20.0,0.0,23.0,3.0,65.0,11.0,9.0,3.0,20.0,60.0,52.0,0.0,,32.0,12.0,9.0,17.0,4.0,,,65.0,39.0,22.0,14.0,0.0,20.0,0.0,5.0,9.0,7.0,19.0,12.0,60.0,12.0,0.0,54.0,,5.0,37.0,,9.0,,10.0,133.0,,0.0,,9.0,18.0,29.0,0.0,9.0,,0
Thailand,11750.0,40.0,52.0,141.0,42.0,3816.0,95.0,73.0,9.0,19.0,482.0,154.0,124.0,24.0,183.0,97.0,21.0,47.0,22.0,18.0,15.0,166.0,229.0,123.0,2102.0,10.0,39.0,7.0,15.0,251.0,20.0,113.0,17.0,349.0,168.0,,105.0,49.0,125.0,105.0,25.0,27.0,11.0,63.0,313.0,,21.0,39.0,11.0,299.0,262.0,6.0,1190.0,12.0,0
Togo,1720.0,9.0,0.0,17.0,0.0,37.0,17.0,46.0,,38.0,29.0,128.0,0.0,0.0,142.0,20.0,8.0,,10.0,0.0,3.0,232.0,24.0,4.0,102.0,0.0,10.0,0.0,77.0,8.0,7.0,80.0,0.0,285.0,64.0,0.0,36.0,,,61.0,8.0,,0.0,13.0,58.0,0.0,,5.0,11.0,97.0,9.0,0.0,15.0,0.0,0
Tonga,437.0,0.0,4.0,11.0,,220.0,,0.0,0.0,0.0,5.0,0.0,77.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,3.0,0.0,,0.0,,0.0,0.0,8.0,0.0,0.0,0.0,,0.0,0.0,,0.0,11.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,,64.0,0.0,,11.0,0.0,,0.0,0
Trinidad and Tobago,8854.0,23.0,3.0,33.0,4.0,132.0,5.0,123.0,24.0,48.0,1407.0,212.0,,0.0,39.0,18.0,,7.0,19.0,6.0,,453.0,213.0,23.0,20.0,,12.0,0.0,,18.0,3.0,599.0,3.0,4501.0,68.0,0.0,45.0,14.0,3.0,234.0,6.0,30.0,3.0,24.0,240.0,0.0,48.0,,3.0,133.0,22.0,9.0,15.0,,0
Tunisia,510.0,6.0,0.0,7.0,,66.0,8.0,8.0,,9.0,83.0,10.0,0.0,,13.0,6.0,,,,4.0,0.0,22.0,9.0,15.0,5.0,4.0,3.0,0.0,0.0,5.0,0.0,15.0,,66.0,5.0,,12.0,,,32.0,,,0.0,5.0,21.0,0.0,0.0,0.0,0.0,49.0,4.0,0.0,,0.0,0
Turkey,4941.0,21.0,,37.0,17.0,599.0,56.0,155.0,48.0,34.0,364.0,156.0,7.0,,123.0,26.0,11.0,13.0,13.0,10.0,9.0,138.0,122.0,44.0,35.0,7.0,19.0,4.0,8.0,34.0,11.0,676.0,11.0,1076.0,63.0,,71.0,25.0,25.0,206.0,6.0,26.0,3.0,35.0,180.0,0.0,,12.0,5.0,290.0,67.0,5.0,29.0,,0
Turkmenistan,248.0,,0.0,5.0,0.0,31.0,4.0,,0.0,0.0,15.0,6.0,0.0,0.0,9.0,,0.0,,0.0,0.0,,5.0,6.0,,0.0,0.0,,0.0,0.0,,3.0,11.0,,45.0,,0.0,7.0,,5.0,6.0,0.0,0.0,0.0,3.0,13.0,0.0,0.0,13.0,0.0,8.0,9.0,,30.0,0.0,0
Turks and Caicos Islands,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,14.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Tuvalu,3.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
U.S. Virgin Islands,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Uganda,1372.0,7.0,0.0,14.0,,206.0,42.0,10.0,0.0,10.0,50.0,37.0,0.0,9.0,45.0,15.0,11.0,5.0,5.0,0.0,11.0,79.0,282.0,23.0,37.0,0.0,3.0,3.0,,3.0,4.0,57.0,,55.0,23.0,3.0,25.0,4.0,5.0,42.0,4.0,6.0,,17.0,93.0,0.0,,4.0,,53.0,39.0,0.0,22.0,0.0,0
Ukraine,17142.0,74.0,56.0,99.0,25.0,2715.0,225.0,293.0,27.0,13.0,724.0,288.0,10.0,32.0,1435.0,98.0,42.0,31.0,73.0,16.0,7.0,246.0,458.0,391.0,269.0,11.0,158.0,11.0,37.0,80.0,46.0,837.0,25.0,2969.0,310.0,7.0,436.0,32.0,861.0,808.0,10.0,136.0,47.0,109.0,220.0,,,49.0,8.0,210.0,1957.0,9.0,104.0,5.0,0
United Arab Emirates,1006.0,5.0,0.0,17.0,3.0,113.0,4.0,6.0,,0.0,55.0,101.0,,0.0,50.0,6.0,3.0,4.0,47.0,10.0,0.0,21.0,20.0,22.0,16.0,0.0,7.0,0.0,0.0,14.0,,46.0,7.0,85.0,26.0,0.0,20.0,7.0,,38.0,9.0,4.0,0.0,24.0,150.0,0.0,,,0.0,38.0,15.0,0.0,6.0,0.0,0
United Kingdom,17207.0,103.0,26.0,345.0,50.0,2526.0,262.0,431.0,32.0,74.0,2255.0,683.0,64.0,51.0,599.0,204.0,69.0,64.0,95.0,63.0,73.0,387.0,633.0,350.0,127.0,25.0,114.0,18.0,29.0,169.0,103.0,772.0,38.0,1872.0,507.0,16.0,326.0,79.0,165.0,475.0,60.0,214.0,21.0,189.0,1233.0,,18.0,114.0,36.0,471.0,392.0,22.0,149.0,,0
United States,333.0,,0.0,6.0,0.0,62.0,,7.0,,,53.0,10.0,,,9.0,,,0.0,,0.0,,14.0,11.0,5.0,,0.0,0.0,0.0,,,,18.0,,44.0,7.0,0.0,3.0,0.0,,4.0,,,0.0,,29.0,0.0,7.0,,0.0,9.0,5.0,,,0.0,0
Uruguay,1664.0,0.0,,18.0,,94.0,8.0,49.0,,6.0,603.0,67.0,,,16.0,8.0,0.0,,5.0,3.0,0.0,24.0,72.0,9.0,5.0,,4.0,0.0,0.0,14.0,13.0,264.0,,154.0,11.0,0.0,12.0,,,18.0,,13.0,,7.0,36.0,0.0,18.0,25.0,0.0,60.0,9.0,0.0,3.0,0.0,0
Uzbekistan,4015.0,17.0,4.0,55.0,,422.0,73.0,15.0,,14.0,251.0,141.0,8.0,69.0,134.0,12.0,4.0,6.0,29.0,3.0,,66.0,63.0,59.0,9.0,,49.0,,8.0,16.0,10.0,139.0,7.0,1438.0,30.0,3.0,143.0,10.0,60.0,252.0,,16.0,9.0,42.0,98.0,0.0,,18.0,,88.0,100.0,3.0,11.0,0.0,0
Vanuatu,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Venezuela,11341.0,38.0,,67.0,7.0,389.0,68.0,98.0,17.0,27.0,6486.0,263.0,9.0,,150.0,60.0,11.0,22.0,31.0,28.0,3.0,136.0,171.0,49.0,27.0,9.0,31.0,,11.0,50.0,11.0,342.0,15.0,748.0,174.0,,118.0,54.0,19.0,111.0,29.0,60.0,3.0,62.0,705.0,0.0,209.0,136.0,0.0,201.0,43.0,4.0,31.0,,0
Vietnam,30695.0,160.0,16.0,494.0,155.0,10035.0,468.0,221.0,28.0,32.0,1401.0,1183.0,220.0,44.0,629.0,178.0,268.0,301.0,139.0,299.0,44.0,482.0,1050.0,377.0,632.0,81.0,324.0,,213.0,184.0,84.0,589.0,87.0,710.0,835.0,6.0,320.0,331.0,529.0,983.0,37.0,141.0,22.0,214.0,3460.0,0.0,4.0,120.0,25.0,1164.0,1239.0,15.0,118.0,,0
Western Sahara,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Yemen,4308.0,14.0,,5.0,,671.0,3.0,61.0,17.0,,7.0,15.0,0.0,,180.0,45.0,3.0,,0.0,24.0,,12.0,7.0,1028.0,23.0,27.0,5.0,0.0,0.0,0.0,0.0,21.0,,1833.0,97.0,0.0,25.0,0.0,5.0,6.0,,4.0,0.0,51.0,18.0,0.0,0.0,,0.0,52.0,38.0,0.0,0.0,0.0,0
Zambia,672.0,7.0,0.0,17.0,,58.0,7.0,14.0,4.0,6.0,52.0,53.0,,,52.0,22.0,0.0,,6.0,,,44.0,19.0,19.0,13.0,,8.0,,5.0,3.0,,19.0,,50.0,12.0,0.0,14.0,3.0,8.0,21.0,,0.0,0.0,7.0,63.0,0.0,0.0,,0.0,21.0,14.0,0.0,10.0,0.0,0
Zimbabwe,1049.0,11.0,0.0,26.0,3.0,69.0,11.0,9.0,,,56.0,53.0,4.0,,29.0,55.0,3.0,6.0,15.0,8.0,0.0,56.0,39.0,32.0,13.0,0.0,8.0,,10.0,,13.0,26.0,,50.0,42.0,,32.0,9.0,5.0,40.0,,14.0,6.0,18.0,200.0,0.0,0.0,6.0,,37.0,16.0,5.0,,,0
Unknown,2734.0,16.0,4.0,40.0,6.0,844.0,17.0,28.0,3.0,12.0,248.0,99.0,10.0,3.0,132.0,24.0,7.0,6.0,11.0,14.0,2.0,74.0,64.0,37.0,32.0,2.0,20.0,0.0,8.0,25.0,11.0,95.0,4.0,352.0,40.0,1.0,68.0,10.0,8.0,49.0,8.0,15.0,0.0,21.0,141.0,0.0,12.0,14.0,0.0,50.0,31.0,0.0,16.0,0.0,0
