,Total,Alabama,Alaska,Arizona,Arkansas,California,Colorado,Connecticut,Delaware,District of Columbia,Florida,Georgia,Hawaii,Idaho,Illinois,Indiana,Iowa,Kansas,Kentucky,Louisiana,Maine,Maryland,Massachusetts,Michigan,Minnesota,Mississippi,Missouri,Montana,Nebraska,Nevada,New Hampshire,New Jersey,New Mexico,New York,North Carolina,North Dakota,Ohio,Oklahoma,Oregon,Pennsylvania,Rhode Island,South Carolina,South Dakota,Tennessee,Texas,U.S. Armed Services Posts,U.S. Dependencies,Utah,Vermont,Virginia,Washington,West Virginia,Wisconsin,Wyoming,Unknown
El Salvador,17157.0,6.0,12.0,162.0,71.0,8129.0,91.0,21.0,12.0,134.0,396.0,226.0,10.0,10.0,219.0,41.0,44.0,45.0,18.0,30.0,,751.0,399.0,22.0,55.0,10.0,34.0,,75.0,363.0,11.0,619.0,18.0,1343.0,160.0,0.0,40.0,18.0,64.0,60.0,18.0,14.0,11.0,28.0,2121.0,0.0,18.0,71.0,0.0,858.0,111.0,10.0,20.0,3.0,150
Equatorial Guinea,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0
Eritrea,553.0,0.0,0.0,17.0,0.0,99.0,34.0,,,14.0,7.0,34.0,0.0,0.0,7.0,9.0,,,,0.0,0.0,29.0,19.0,5.0,42.0,0.0,11.0,0.0,0.0,12.0,0.0,4.0,,15.0,11.0,0.0,25.0,,9.0,11.0,0.0,0.0,,,40.0,0.0,0.0,0.0,0.0,36.0,43.0,,,0.0,5
Estonia,132.0,0.0,0.0,,0.0,23.0,8.0,,0.0,0.0,13.0,,,0.0,,,0.0,,0.0,0.0,0.0,,6.0,4.0,6.0,0.0,,,0.0,,0.0,,0.0,23.0,,0.0,3.0,,,,,0.0,,0.0,,0.0,0.0,0.0,0.0,4.0,12.0,0.0,,,1
Ethiopia,5165.0,5.0,,52.0,,619.0,244.0,,,133.0,54.0,467.0,,0.0,113.0,26.0,6.0,41.0,13.0,5.0,6.0,361.0,157.0,33.0,690.0,3.0,57.0,,10.0,194.0,0.0,53.0,0.0,91.0,68.0,,150.0,7.0,62.0,70.0,,,47.0,88.0,453.0,0.0,0.0,4.0,3.0,377.0,316.0,5.0,15.0,,54
Fiji,1118.0,0.0,,6.0,0.0,887.0,,0.0,0.0,,6.0,9.0,7.0,,,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,0.0,0.0,7.0,0.0,,,,0.0,0.0,3.0,0.0,41.0,,,0.0,0.0,0.0,8.0,0.0,0.0,8.0,0.0,5.0,86.0,0.0,3.0,0.0,16
Finland,359.0,,3.0,8.0,0.0,87.0,11.0,5.0,,3.0,59.0,10.0,,0.0,7.0,,,0.0,,,3.0,8.0,14.0,9.0,8.0,0.0,,0.0,0.0,,0.0,4.0,3.0,25.0,6.0,,5.0,0.0,3.0,3.0,0.0,,,3.0,19.0,0.0,0.0,9.0,0.0,5.0,11.0,0.0,11.0,0.0,0
France,1979.0,6.0,3.0,47.0,4.0,546.0,34.0,20.0,,17.0,188.0,48.0,18.0,,60.0,6.0,4.0,,8.0,8.0,4.0,33.0,71.0,23.0,29.0,0.0,7.0,,7.0,21.0,5.0,90.0,9.0,235.0,22.0,3.0,33.0,4.0,25.0,49.0,5.0,13.0,,10.0,115.0,0.0,7.0,7.0,6.0,48.0,42.0,,16.0,,14
French Guiana,5.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
French Polynesia,19.0,0.0,0.0,,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,0.0,0.0,0.0,2
Gabon,18.0,,0.0,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,3.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0
Gambia,246.0,0.0,5.0,,0.0,15.0,4.0,3.0,0.0,,6.0,24.0,0.0,0.0,4.0,0.0,0.0,4.0,3.0,,0.0,25.0,3.0,8.0,12.0,0.0,,0.0,0.0,0.0,,,0.0,29.0,9.0,0.0,16.0,,3.0,4.0,4.0,0.0,,3.0,6.0,0.0,0.0,,0.0,4.0,26.0,0.0,13.0,0.0,2
Georgia,514.0,0.0,,0.0,,116.0,5.0,,0.0,3.0,15.0,12.0,,,9.0,0.0,5.0,,,0.0,0.0,8.0,13.0,3.0,7.0,,5.0,0.0,0.0,5.0,0.0,50.0,0.0,169.0,,0.0,4.0,,3.0,13.0,3.0,0.0,0.0,,6.0,0.0,0.0,,,5.0,31.0,0.0,,0.0,4
Germany,3617.0,29.0,19.0,91.0,13.0,603.0,104.0,32.0,11.0,15.0,365.0,112.0,35.0,16.0,139.0,34.0,9.0,17.0,53.0,15.0,7.0,90.0,82.0,92.0,34.0,7.0,62.0,17.0,14.0,36.0,25.0,131.0,26.0,228.0,91.0,4.0,78.0,18.0,52.0,92.0,9.0,40.0,6.0,41.0,254.0,0.0,9.0,24.0,9.0,112.0,105.0,8.0,56.0,7.0,39
Ghana,3181.0,5.0,5.0,17.0,0.0,119.0,60.0,47.0,16.0,20.0,34.0,146.0,4.0,,160.0,13.0,7.0,7.0,9.0,4.0,,229.0,165.0,34.0,43.0,,15.0,0.0,5.0,10.0,6.0,289.0,4.0,703.0,54.0,,231.0,21.0,9.0,74.0,15.0,6.0,0.0,20.0,176.0,0.0,0.0,3.0,3.0,309.0,25.0,3.0,21.0,0.0,30
Gibraltar,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Greece,1200.0,,,11.0,,152.0,7.0,18.0,,3.0,61.0,11.0,0.0,,117.0,15.0,,,,7.0,,26.0,107.0,30.0,3.0,,4.0,0.0,,3.0,19.0,84.0,0.0,272.0,32.0,0.0,37.0,,5.0,39.0,4.0,12.0,,,37.0,0.0,,4.0,,24.0,14.0,,6.0,0.0,10
Grenada,511.0,0.0,0.0,0.0,0.0,4.0,0.0,,,5.0,31.0,9.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,22.0,7.0,,,0.0,0.0,0.0,0.0,0.0,0.0,28.0,,340.0,6.0,0.0,,0.0,0.0,9.0,0.0,,0.0,,20.0,0.0,3.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,5
Guadeloupe,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Guam,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Guatemala,8181.0,11.0,10.0,118.0,26.0,3859.0,70.0,41.0,3.0,18.0,422.0,115.0,8.0,9.0,535.0,20.0,31.0,27.0,13.0,28.0,,121.0,251.0,17.0,38.0,,15.0,,69.0,166.0,7.0,292.0,13.0,472.0,44.0,,31.0,25.0,56.0,34.0,151.0,3.0,10.0,19.0,569.0,0.0,14.0,69.0,0.0,178.0,59.0,0.0,31.0,0.0,57
Guinea,191.0,0.0,0.0,3.0,0.0,6.0,4.0,0.0,,5.0,5.0,14.0,0.0,0.0,5.0,5.0,,0.0,0.0,,,15.0,16.0,,6.0,0.0,,0.0,,,0.0,10.0,0.0,31.0,,,15.0,0.0,,8.0,,0.0,0.0,,5.0,0.0,0.0,0.0,0.0,8.0,6.0,0.0,3.0,0.0,4
Guinea-Bissau,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Guyana,5631.0,5.0,,7.0,0.0,62.0,10.0,50.0,15.0,20.0,508.0,116.0,7.0,0.0,20.0,3.0,,,8.0,4.0,0.0,135.0,54.0,13.0,103.0,,8.0,,,4.0,,450.0,,3703.0,25.0,0.0,29.0,,3.0,56.0,0.0,5.0,0.0,7.0,72.0,0.0,7.0,0.0,,54.0,4.0,0.0,8.0,0.0,42
Haiti,11552.0,11.0,0.0,11.0,4.0,91.0,14.0,136.0,36.0,9.0,4900.0,319.0,6.0,5.0,111.0,21.0,,,20.0,14.0,,99.0,1693.0,15.0,12.0,5.0,25.0,0.0,0.0,13.0,22.0,873.0,0.0,2424.0,39.0,,38.0,,5.0,198.0,50.0,9.0,0.0,18.0,57.0,0.0,16.0,5.0,,61.0,14.0,0.0,0.0,0.0,143
Honduras,4669.0,7.0,4.0,45.0,9.0,751.0,30.0,16.0,8.0,6.0,861.0,80.0,4.0,4.0,140.0,32.0,12.0,16.0,7.0,210.0,,75.0,151.0,12.0,30.0,8.0,31.0,5.0,12.0,60.0,9.0,322.0,8.0,662.0,77.0,,34.0,14.0,10.0,47.0,10.0,17.0,,30.0,547.0,0.0,13.0,24.0,,101.0,34.0,0.0,23.0,0.0,55
Hong Kong,3871.0,,0.0,28.0,6.0,1734.0,30.0,14.0,3.0,0.0,74.0,37.0,78.0,,102.0,7.0,,11.0,5.0,,,70.0,174.0,33.0,26.0,,27.0,3.0,5.0,36.0,8.0,143.0,4.0,601.0,37.0,0.0,29.0,4.0,23.0,44.0,3.0,10.0,0.0,5.0,189.0,0.0,6.0,10.0,,35.0,124.0,3.0,17.0,,62
Hungary,788.0,,0.0,16.0,,181.0,17.0,6.0,0.0,,116.0,12.0,3.0,0.0,23.0,5.0,,3.0,0.0,5.0,0.0,23.0,13.0,14.0,4.0,3.0,8.0,,,20.0,6.0,52.0,,78.0,12.0,0.0,27.0,0.0,5.0,24.0,3.0,0.0,0.0,4.0,34.0,0.0,0.0,6.0,,19.0,16.0,0.0,6.0,0.0,13
Iceland,62.0,0.0,0.0,,0.0,15.0,,0.0,0.0,0.0,8.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,6.0,0.0,,0.0,,0.0,0.0,,0.0,,0.0,4.0,0.0,0.0,,0.0,,,0.0,,0.0,,,0.0,0.0,0.0,0.0,,3.0,0.0,,0.0,0
India,46871.0,147.0,9.0,497.0,101.0,10500.0,359.0,464.0,203.0,29.0,1197.0,1389.0,18.0,24.0,4181.0,417.0,127.0,235.0,217.0,152.0,23.0,1042.0,1264.0,1730.0,595.0,99.0,319.0,10.0,126.0,129.0,237.0,5809.0,45.0,2935.0,726.0,8.0,1353.0,127.0,383.0,1566.0,32.0,177.0,11.0,275.0,4129.0,0.0,28.0,64.0,30.0,1580.0,978.0,43.0,371.0,6.0,355
Indonesia,1213.0,3.0,3.0,13.0,5.0,558.0,24.0,0.0,5.0,,28.0,26.0,16.0,0.0,23.0,5.0,,9.0,5.0,7.0,4.0,26.0,18.0,9.0,7.0,,9.0,,,14.0,11.0,26.0,,66.0,7.0,,19.0,4.0,17.0,18.0,,,,4.0,88.0,0.0,,4.0,0.0,40.0,47.0,0.0,12.0,0.0,18
Iran,10557.0,17.0,,165.0,6.0,6388.0,86.0,25.0,9.0,13.0,191.0,193.0,4.0,9.0,243.0,29.0,9.0,32.0,21.0,18.0,6.0,268.0,142.0,80.0,44.0,5.0,56.0,,14.0,95.0,12.0,130.0,26.0,395.0,60.0,,96.0,43.0,68.0,86.0,5.0,18.0,3.0,60.0,640.0,0.0,,48.0,,345.0,228.0,9.0,39.0,,70
Iraq,2967.0,3.0,0.0,120.0,,545.0,33.0,16.0,0.0,0.0,30.0,56.0,0.0,8.0,277.0,7.0,4.0,5.0,24.0,13.0,,17.0,33.0,879.0,46.0,0.0,56.0,3.0,99.0,8.0,12.0,13.0,5.0,60.0,7.0,13.0,26.0,4.0,16.0,44.0,3.0,,0.0,109.0,116.0,,0.0,24.0,0.0,92.0,93.0,,10.0,0.0,32
Ireland,1335.0,4.0,0.0,13.0,0.0,240.0,20.0,16.0,,4.0,60.0,30.0,,,79.0,12.0,,3.0,4.0,3.0,5.0,7.0,172.0,15.0,6.0,,7.0,,,9.0,13.0,78.0,4.0,292.0,17.0,0.0,12.0,0.0,17.0,33.0,3.0,7.0,,,45.0,0.0,3.0,4.0,,37.0,24.0,,10.0,0.0,9
Israel,2363.0,4.0,,24.0,,610.0,25.0,13.0,,3.0,212.0,22.0,11.0,,102.0,4.0,0.0,3.0,7.0,10.0,0.0,48.0,109.0,31.0,17.0,4.0,22.0,0.0,,34.0,,169.0,4.0,505.0,27.0,0.0,58.0,5.0,10.0,40.0,5.0,5.0,0.0,7.0,107.0,0.0,4.0,,0.0,19.0,34.0,0.0,15.0,0.0,26
Italy,2217.0,3.0,,37.0,4.0,357.0,19.0,57.0,9.0,9.0,183.0,29.0,10.0,0.0,119.0,10.0,,,3.0,4.0,4.0,35.0,84.0,59.0,9.0,,9.0,,,23.0,6.0,246.0,5.0,489.0,18.0,0.0,27.0,,14.0,109.0,13.0,8.0,0.0,9.0,76.0,0.0,4.0,5.0,,41.0,19.0,,13.0,0.0,24
Jamaica,12314.0,20.0,3.0,21.0,4.0,229.0,18.0,394.0,45.0,45.0,3038.0,691.0,14.0,0.0,215.0,21.0,,8.0,14.0,16.0,7.0,393.0,353.0,56.0,23.0,11.0,31.0,0.0,3.0,15.0,4.0,913.0,3.0,4509.0,106.0,,86.0,6.0,9.0,289.0,11.0,18.0,,23.0,229.0,0.0,6.0,10.0,0.0,169.0,24.0,3.0,41.0,,159
Japan,1934.0,,6.0,29.0,5.0,756.0,34.0,8.0,,5.0,42.0,37.0,209.0,3.0,56.0,8.0,3.0,4.0,14.0,3.0,3.0,25.0,27.0,29.0,15.0,0.0,6.0,,,37.0,,73.0,5.0,182.0,20.0,3.0,17.0,9.0,24.0,20.0,0.0,11.0,0.0,6.0,45.0,0.0,18.0,9.0,,38.0,59.0,,7.0,0.0,12
Jordan,2125.0,15.0,0.0,33.0,4.0,403.0,16.0,11.0,4.0,5.0,99.0,20.0,,,350.0,25.0,5.0,14.0,14.0,32.0,0.0,21.0,26.0,112.0,17.0,6.0,30.0,0.0,3.0,8.0,,140.0,3.0,116.0,33.0,0.0,97.0,5.0,9.0,52.0,,7.0,0.0,14.0,186.0,0.0,21.0,,0.0,66.0,18.0,0.0,47.0,0.0,31
Kazakhstan,725.0,,,10.0,,129.0,23.0,,0.0,3.0,18.0,10.0,0.0,,21.0,7.0,,3.0,3.0,0.0,7.0,10.0,52.0,6.0,27.0,,5.0,0.0,,,8.0,21.0,,128.0,6.0,0.0,13.0,,22.0,26.0,0.0,,,3.0,13.0,0.0,0.0,,,22.0,94.0,0.0,6.0,0.0,6
Kenya,1396.0,18.0,,21.0,4.0,185.0,9.0,4.0,13.0,6.0,47.0,70.0,5.0,4.0,53.0,13.0,6.0,34.0,5.0,3.0,3.0,67.0,79.0,14.0,93.0,,26.0,0.0,3.0,,14.0,100.0,,48.0,33.0,0.0,32.0,14.0,9.0,36.0,5.0,9.0,,14.0,183.0,0.0,0.0,0.0,,39.0,46.0,,6.0,0.0,12
Kiribati,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Korea,17628.0,38.0,60.0,128.0,16.0,6563.0,214.0,46.0,32.0,13.0,210.0,718.0,492.0,6.0,790.0,69.0,17.0,42.0,33.0,26.0,3.0,646.0,154.0,167.0,68.0,11.0,71.0,5.0,5.0,155.0,34.0,1412.0,10.0,1800.0,178.0,,149.0,45.0,168.0,354.0,12.0,35.0,,76.0,733.0,0.0,107.0,32.0,4.0,722.0,809.0,4.0,48.0,5.0,90
Kuwait,755.0,,,16.0,,147.0,5.0,5.0,,0.0,37.0,14.0,0.0,0.0,66.0,3.0,,15.0,,13.0,0.0,12.0,11.0,46.0,11.0,4.0,6.0,0.0,,,,30.0,,43.0,20.0,0.0,29.0,7.0,7.0,17.0,,3.0,0.0,12.0,94.0,0.0,4.0,,0.0,31.0,10.0,,11.0,0.0,8
Kyrgyzstan,331.0,0.0,,4.0,0.0,39.0,,0.0,0.0,,11.0,5.0,0.0,3.0,3.0,,0.0,,3.0,0.0,0.0,0.0,21.0,4.0,20.0,0.0,11.0,0.0,,,,6.0,0.0,36.0,3.0,,6.0,,11.0,10.0,0.0,,0.0,4.0,3.0,0.0,0.0,4.0,0.0,6.0,94.0,,5.0,,1
Laos,3787.0,13.0,13.0,18.0,47.0,1143.0,55.0,24.0,,,56.0,102.0,36.0,12.0,92.0,9.0,41.0,43.0,7.0,25.0,3.0,11.0,62.0,46.0,612.0,0.0,14.0,0.0,21.0,40.0,7.0,12.0,7.0,40.0,113.0,0.0,60.0,10.0,60.0,34.0,45.0,21.0,11.0,53.0,150.0,0.0,,25.0,0.0,33.0,82.0,0.0,428.0,0.0,46
Latvia,327.0,0.0,0.0,,0.0,65.0,3.0,,,,15.0,5.0,,0.0,30.0,,0.0,0.0,,0.0,,4.0,15.0,7.0,7.0,0.0,,,0.0,,3.0,24.0,0.0,56.0,,,9.0,0.0,6.0,4.0,,,0.0,0.0,10.0,0.0,0.0,0.0,0.0,9.0,16.0,,12.0,0.0,1
Lebanon,2779.0,5.0,0.0,34.0,0.0,731.0,23.0,10.0,,4.0,148.0,35.0,,0.0,71.0,11.0,,5.0,5.0,18.0,0.0,39.0,229.0,459.0,18.0,,11.0,0.0,5.0,25.0,28.0,114.0,,125.0,34.0,0.0,117.0,12.0,20.0,44.0,14.0,4.0,0.0,14.0,198.0,0.0,,4.0,3.0,86.0,30.0,8.0,6.0,0.0,21
Lesotho,11.0,0.0,0.0,,0.0,3.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Liberia,1815.0,7.0,0.0,16.0,0.0,61.0,6.0,10.0,24.0,11.0,18.0,133.0,4.0,0.0,32.0,14.0,11.0,,3.0,4.0,,119.0,60.0,25.0,307.0,,17.0,0.0,,,,165.0,0.0,143.0,55.0,,42.0,4.0,11.0,213.0,84.0,,0.0,11.0,88.0,0.0,0.0,3.0,,60.0,12.0,,9.0,0.0,21
Libya,136.0,0.0,0.0,,0.0,24.0,4.0,0.0,0.0,0.0,9.0,4.0,,,14.0,0.0,,0.0,,4.0,0.0,0.0,5.0,5.0,3.0,,,0.0,0.0,0.0,0.0,3.0,0.0,10.0,3.0,0.0,4.0,3.0,,,,0.0,,,8.0,0.0,0.0,0.0,0.0,5.0,9.0,,,0.0,1
Liechtenstein,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Lithuania,819.0,0.0,,6.0,0.0,83.0,25.0,6.0,4.0,0.0,51.0,7.0,,0.0,347.0,8.0,3.0,0.0,,6.0,,16.0,23.0,12.0,4.0,0.0,4.0,0.0,,10.0,,36.0,,60.0,8.0,0.0,15.0,0.0,3.0,15.0,4.0,5.0,0.0,3.0,13.0,0.0,0.0,5.0,0.0,11.0,9.0,0.0,6.0,0.0,2
Luxembourg,9.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0
Macau,158.0,0.0,,,0.0,79.0,,,0.0,0.0,3.0,0.0,7.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,3.0,6.0,0.0,,0.0,0.0,0.0,0.0,,0.0,,0.0,28.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,7.0,0.0,0.0,0.0,7
Macedonia,597.0,3.0,3.0,6.0,,26.0,4.0,25.0,0.0,0.0,16.0,,0.0,,111.0,35.0,8.0,,0.0,,0.0,,7.0,70.0,0.0,0.0,7.0,0.0,0.0,11.0,,95.0,,70.0,0.0,0.0,32.0,,,7.0,0.0,0.0,0.0,,6.0,0.0,0.0,0.0,0.0,6.0,,0.0,28.0,0.0,4
Madagascar,26.0,0.0,0.0,0.0,,9.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,3.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0
Malawi,46.0,0.0,0.0,,0.0,4.0,0.0,0.0,0.0,0.0,,,0.0,0.0,3.0,6.0,0.0,0.0,0.0,,,3.0,0.0,,,0.0,3.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,4.0,,0.0,,,0
Malaysia,1217.0,8.0,0.0,21.0,5.0,325.0,17.0,4.0,,4.0,32.0,41.0,16.0,,32.0,10.0,,8.0,5.0,8.0,0.0,20.0,34.0,11.0,16.0,7.0,9.0,0.0,3.0,19.0,5.0,53.0,,220.0,13.0,0.0,24.0,8.0,6.0,19.0,,,,7.0,102.0,0.0,,,0.0,32.0,37.0,,15.0,,7
Maldives,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Mali,93.0,0.0,0.0,0.0,0.0,4.0,5.0,,0.0,,,,0.0,0.0,,4.0,0.0,,,0.0,,9.0,,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,30.0,,0.0,7.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,,0.0,,0.0,0
Malta,66.0,0.0,0.0,,0.0,5.0,,0.0,0.0,0.0,3.0,,0.0,0.0,,0.0,0.0,0.0,0.0,3.0,0.0,,,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,1
Marshall Islands,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,2
Martinique,11.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,3.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Mauritania,72.0,0.0,,0.0,0.0,3.0,,0.0,0.0,,3.0,,0.0,0.0,,,0.0,0.0,9.0,0.0,0.0,5.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,9.0,,0.0,13.0,0.0,0.0,,0.0,0.0,0.0,,8.0,0.0,0.0,0.0,0.0,5.0,,0.0,0.0,0.0,1
Mauritius,55.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,,,3.0,6.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,,0.0,0.0,0.0,0.0,3.0,0.0,6.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,6.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0
Mexico,122258.0,163.0,62.0,5948.0,473.0,57865.0,2466.0,56.0,92.0,14.0,1702.0,1557.0,107.0,514.0,11010.0,747.0,547.0,763.0,149.0,125.0,10.0,180.0,151.0,530.0,481.0,58.0,367.0,28.0,720.0,2840.0,41.0,506.0,923.0,1020.0,741.0,6.0,339.0,562.0,1061.0,274.0,35.0,111.0,27.0,277.0,21440.0,0.0,53.0,759.0,5.0,400.0,2122.0,11.0,897.0,67.0,856
"Micronesia, Federated States",41.0,,,,,4.0,,0.0,0.0,0.0,0.0,,5.0,0.0,,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,3.0,0.0,4.0,0.0,0.0,4.0,3.0,0.0,0.0,0.0,1
