,Total,Alabama,Alaska,Arizona,Arkansas,California,Colorado,Connecticut,Delaware,District of Columbia,Florida,Georgia,Guam,Hawaii,Idaho,Illinois,Indiana,Iowa,Kansas,Kentucky,Louisiana,Maine,Maryland,Massachusetts,Michigan,Minnesota,Mississippi,Missouri,Montana,Nebraska,Nevada,New Hampshire,New Jersey,New Mexico,New York,North Carolina,North Dakota,Ohio,Oklahoma,Oregon,Pennsylvania,Puerto Rico,Rhode Island,South Carolina,South Dakota,Tennessee,Texas,U.S. Armed Services Posts,U.S. Dependencies,Utah,Vermont,Virginia,Washington,West Virginia,Wisconsin,Wyoming,Unknown
Mali,124.0,,0.0,,0.0,4.0,7.0,0.0,0.0,,,6.0,0.0,,0.0,3.0,3.0,0.0,0.0,0.0,0.0,,14.0,5.0,,3.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,26.0,4.0,0.0,7.0,,0.0,10.0,0.0,3.0,,0.0,0.0,,,0.0,0.0,0.0,5.0,4.0,0.0,3.0,0.0,1
Malta,71.0,0.0,0.0,,0.0,16.0,,,0.0,0.0,4.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,7.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,21.0,0.0,0.0,0.0,,,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0
Marshall Islands,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,1
Martinique,21.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0
Mauritania,122.0,0.0,,3.0,0.0,3.0,,0.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,,8.0,,0.0,15.0,0.0,0.0,3.0,,4.0,,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,26.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,4.0,4.0,,0.0,,0.0,,,0.0,0.0,0.0,1
Mauritius,70.0,0.0,0.0,,0.0,9.0,3.0,0.0,0.0,0.0,6.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,,0.0,0.0,4.0,3.0,5.0,0.0,,0.0,0.0,,0.0,6.0,0.0,,,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,,0.0,0
Mexico,231815.0,276.0,100.0,14083.0,869.0,118062.0,4159.0,209.0,114.0,27.0,4182.0,2466.0,9.0,133.0,1172.0,13608.0,1205.0,955.0,1396.0,257.0,187.0,17.0,435.0,233.0,872.0,632.0,101.0,606.0,43.0,944.0,4901.0,41.0,994.0,1926.0,1751.0,1114.0,10.0,434.0,1186.0,2454.0,629.0,80.0,43.0,339.0,54.0,587.0,40068.0,48.0,,1710.0,,806.0,3174.0,27.0,1189.0,107.0,786
"Micronesia, Federated States",62.0,0.0,3.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,13.0,,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,6.0,4.0,0.0,0.0,0.0,3.0,5.0,0.0,,0.0,1
Moldova,1328.0,,4.0,7.0,0.0,279.0,11.0,3.0,0.0,,50.0,28.0,0.0,,,22.0,3.0,0.0,5.0,4.0,3.0,0.0,19.0,77.0,13.0,87.0,0.0,6.0,0.0,,,0.0,32.0,,124.0,41.0,0.0,9.0,7.0,80.0,65.0,0.0,0.0,5.0,0.0,6.0,18.0,,0.0,4.0,0.0,23.0,271.0,0.0,3.0,0.0,6
Monaco,9.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0
Mongolia,129.0,,0.0,0.0,,32.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,12.0,0.0,0.0,,0.0,,0.0,6.0,0.0,,,,,0.0,0.0,,,4.0,0.0,4.0,0.0,0.0,,0.0,0.0,4.0,0.0,0.0,0.0,0.0,,,0.0,0.0,7.0,0.0,15.0,3.0,0.0,,0.0,2
Montenegro,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,0.0,0.0,0.0,0.0,,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,13.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
Montserrat,87.0,0.0,0.0,0.0,0.0,4.0,0.0,,0.0,0.0,12.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,3.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,0.0,0.0,,0.0,8.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0
Morocco,3383.0,6.0,,29.0,4.0,230.0,87.0,55.0,17.0,16.0,383.0,60.0,0.0,3.0,3.0,132.0,24.0,9.0,4.0,26.0,5.0,4.0,89.0,428.0,18.0,40.0,8.0,19.0,,7.0,26.0,12.0,222.0,8.0,336.0,59.0,0.0,86.0,17.0,10.0,176.0,3.0,13.0,24.0,,16.0,149.0,3.0,,5.0,0.0,446.0,24.0,,15.0,0.0,20
Mozambique,73.0,,0.0,0.0,0.0,11.0,0.0,,0.0,0.0,6.0,0.0,,0.0,0.0,,0.0,,,0.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,,0.0,0.0,,0.0,10.0,0.0,6.0,,0.0,,0.0,0.0,,0.0,4.0,0.0,0.0,,5.0,0.0,0.0,4.0,0.0,,0.0,0.0,,0.0,1
Namibia,38.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,4.0,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,3.0,0.0,0.0,4.0,0.0,0
Nauru,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Nepal,953.0,4.0,0.0,11.0,4.0,114.0,59.0,17.0,,,30.0,15.0,0.0,0.0,3.0,20.0,4.0,3.0,8.0,,4.0,0.0,87.0,52.0,25.0,20.0,0.0,11.0,0.0,24.0,3.0,13.0,20.0,6.0,63.0,8.0,0.0,15.0,0.0,19.0,13.0,0.0,5.0,3.0,0.0,6.0,93.0,,0.0,3.0,0.0,133.0,12.0,0.0,10.0,0.0,7
Netherlands,1219.0,9.0,5.0,36.0,3.0,278.0,34.0,15.0,,,138.0,33.0,,8.0,6.0,27.0,11.0,4.0,4.0,3.0,,5.0,34.0,34.0,26.0,10.0,0.0,10.0,3.0,3.0,11.0,9.0,49.0,4.0,67.0,13.0,,25.0,9.0,24.0,27.0,,5.0,13.0,0.0,10.0,86.0,0.0,6.0,15.0,3.0,35.0,34.0,,15.0,,9
Netherlands Antilles,43.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,10.0,3.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,5.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0
New Caledonia,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
New Zealand,649.0,,5.0,16.0,0.0,172.0,45.0,3.0,3.0,3.0,32.0,7.0,4.0,19.0,,20.0,6.0,,7.0,3.0,,,10.0,13.0,10.0,5.0,,4.0,,,9.0,,14.0,,27.0,7.0,0.0,8.0,,22.0,14.0,0.0,,0.0,,7.0,36.0,,0.0,21.0,,23.0,32.0,0.0,14.0,,2
Nicaragua,17954.0,18.0,5.0,112.0,17.0,4258.0,40.0,45.0,5.0,23.0,9968.0,174.0,,6.0,5.0,97.0,44.0,22.0,26.0,12.0,133.0,0.0,280.0,56.0,23.0,25.0,18.0,19.0,,10.0,184.0,,340.0,12.0,364.0,137.0,,28.0,7.0,22.0,65.0,14.0,5.0,47.0,0.0,47.0,649.0,9.0,0.0,37.0,,331.0,44.0,6.0,39.0,0.0,119
Niger,73.0,0.0,0.0,,,6.0,0.0,,,0.0,3.0,,0.0,0.0,0.0,3.0,7.0,,0.0,,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,,0.0,6.0,3.0,0.0,4.0,,0.0,6.0,0.0,0.0,0.0,0.0,,3.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,5
Nigeria,8597.0,23.0,4.0,79.0,23.0,780.0,63.0,67.0,24.0,59.0,252.0,656.0,,5.0,8.0,515.0,97.0,10.0,35.0,25.0,32.0,4.0,1207.0,274.0,138.0,182.0,16.0,117.0,,15.0,24.0,8.0,609.0,7.0,744.0,114.0,4.0,140.0,40.0,26.0,212.0,,57.0,43.0,3.0,113.0,1387.0,15.0,0.0,8.0,,185.0,35.0,3.0,31.0,,72
Northern Mariana Islands,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Norway,153.0,0.0,,4.0,0.0,22.0,4.0,,0.0,,25.0,3.0,0.0,,0.0,4.0,,,,,,0.0,,,,0.0,0.0,,3.0,0.0,6.0,,10.0,,8.0,,,,,,,0.0,0.0,,0.0,0.0,14.0,0.0,0.0,0.0,0.0,8.0,11.0,0.0,3.0,0.0,0
Oman,33.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,3.0,,0.0,0.0,0.0,,,0.0,0.0,,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1
Pakistan,11813.0,30.0,3.0,94.0,17.0,1505.0,65.0,175.0,34.0,12.0,470.0,310.0,,4.0,,932.0,90.0,20.0,74.0,30.0,58.0,4.0,623.0,190.0,369.0,83.0,17.0,119.0,,15.0,62.0,22.0,980.0,18.0,1449.0,114.0,,164.0,68.0,40.0,265.0,,18.0,24.0,0.0,46.0,1723.0,,,31.0,6.0,1166.0,84.0,16.0,89.0,,75
Palau,62.0,0.0,,,0.0,9.0,3.0,0.0,0.0,0.0,,,10.0,,0.0,,0.0,0.0,,0.0,0.0,0.0,,,0.0,,0.0,,0.0,0.0,0.0,,0.0,0.0,,4.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,6.0,,0.0,0.0,0.0,,6.0,0.0,0.0,0.0,2
Panama,2870.0,24.0,3.0,39.0,8.0,307.0,33.0,17.0,7.0,9.0,742.0,150.0,0.0,6.0,5.0,53.0,16.0,6.0,13.0,12.0,21.0,,91.0,50.0,19.0,21.0,10.0,14.0,,,25.0,,100.0,9.0,348.0,70.0,,28.0,18.0,8.0,35.0,35.0,,28.0,0.0,32.0,251.0,10.0,0.0,8.0,0.0,120.0,19.0,7.0,16.0,0.0,17
Papua New Guinea,14.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0
Paraguay,386.0,,0.0,4.0,0.0,30.0,6.0,14.0,0.0,,58.0,4.0,0.0,,0.0,9.0,,,8.0,,,,31.0,4.0,,,0.0,,0.0,0.0,3.0,0.0,29.0,0.0,95.0,6.0,0.0,6.0,,5.0,8.0,,,0.0,0.0,,16.0,,0.0,5.0,0.0,20.0,,0.0,,0.0,3
Peru,15016.0,25.0,8.0,145.0,16.0,2503.0,138.0,325.0,13.0,32.0,3618.0,240.0,,19.0,31.0,207.0,34.0,15.0,39.0,32.0,17.0,9.0,467.0,198.0,31.0,44.0,12.0,46.0,3.0,13.0,128.0,6.0,2424.0,19.0,1481.0,121.0,,91.0,50.0,58.0,181.0,43.0,34.0,39.0,3.0,49.0,565.0,10.0,0.0,182.0,3.0,985.0,106.0,7.0,60.0,5.0,82
Philippines,58792.0,88.0,400.0,865.0,94.0,27347.0,307.0,328.0,96.0,61.0,2239.0,392.0,760.0,2766.0,63.0,2779.0,223.0,82.0,120.0,125.0,86.0,46.0,1365.0,313.0,589.0,236.0,89.0,255.0,25.0,65.0,2197.0,58.0,3408.0,66.0,1890.0,329.0,11.0,357.0,126.0,427.0,563.0,5.0,50.0,281.0,19.0,272.0,2376.0,118.0,23.0,153.0,15.0,1761.0,1594.0,31.0,160.0,15.0,283
Poland,14237.0,7.0,6.0,145.0,6.0,480.0,117.0,676.0,8.0,,456.0,86.0,0.0,11.0,6.0,5816.0,57.0,10.0,6.0,11.0,4.0,15.0,109.0,335.0,423.0,38.0,5.0,33.0,8.0,11.0,61.0,26.0,2032.0,5.0,1981.0,54.0,,129.0,6.0,43.0,386.0,3.0,60.0,25.0,,19.0,149.0,,0.0,20.0,13.0,78.0,103.0,3.0,77.0,,69
Portugal,3988.0,3.0,0.0,10.0,0.0,361.0,5.0,169.0,,4.0,147.0,13.0,0.0,,10.0,,,0.0,,0.0,,,67.0,1325.0,5.0,3.0,,3.0,0.0,0.0,6.0,18.0,1019.0,3.0,198.0,,0.0,0.0,,,59.0,,407.0,3.0,,,22.0,0.0,0.0,5.0,0.0,73.0,7.0,0.0,,0.0,21
Puerto Rico,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Qatar,85.0,0.0,0.0,5.0,0.0,11.0,,0.0,,,5.0,,0.0,0.0,0.0,15.0,0.0,,3.0,,,0.0,,0.0,,0.0,,,0.0,0.0,0.0,,5.0,0.0,8.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,,11.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1
Reunion,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0
Romania,4515.0,12.0,6.0,205.0,8.0,670.0,64.0,58.0,5.0,7.0,319.0,203.0,0.0,5.0,22.0,550.0,26.0,8.0,11.0,11.0,12.0,3.0,66.0,53.0,380.0,34.0,5.0,44.0,4.0,4.0,64.0,9.0,162.0,6.0,332.0,36.0,,217.0,11.0,141.0,136.0,,6.0,26.0,,44.0,192.0,4.0,0.0,8.0,4.0,87.0,186.0,0.0,20.0,0.0,25
Russia,10778.0,34.0,50.0,110.0,18.0,2023.0,341.0,123.0,12.0,19.0,525.0,167.0,,19.0,29.0,424.0,62.0,43.0,38.0,51.0,25.0,21.0,349.0,502.0,151.0,188.0,10.0,71.0,10.0,44.0,89.0,44.0,658.0,23.0,1489.0,91.0,5.0,217.0,42.0,297.0,419.0,,23.0,47.0,8.0,69.0,327.0,6.0,,90.0,14.0,317.0,875.0,11.0,96.0,5.0,52
Rwanda,101.0,0.0,0.0,4.0,0.0,6.0,0.0,0.0,0.0,0.0,4.0,6.0,0.0,0.0,0.0,,,,0.0,3.0,0.0,,6.0,0.0,,,,,0.0,,0.0,3.0,4.0,,22.0,4.0,0.0,8.0,,0.0,0.0,0.0,,0.0,,3.0,5.0,,0.0,,0.0,3.0,0.0,0.0,0.0,0.0,0
Saint Helena,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Saint Kitts-Nevis,529.0,0.0,0.0,0.0,0.0,4.0,0.0,9.0,,,93.0,26.0,0.0,0.0,0.0,3.0,,0.0,0.0,0.0,0.0,0.0,14.0,8.0,0.0,,0.0,,0.0,0.0,0.0,0.0,38.0,0.0,118.0,8.0,0.0,,,0.0,3.0,7.0,,5.0,0.0,0.0,11.0,,154.0,,0.0,7.0,,0.0,0.0,,7
Saint Lucia,779.0,,,0.0,,12.0,3.0,25.0,3.0,,121.0,28.0,0.0,0.0,0.0,4.0,0.0,,,,6.0,0.0,42.0,13.0,,0.0,,,,0.0,,0.0,35.0,0.0,249.0,4.0,,3.0,0.0,0.0,14.0,3.0,,3.0,,,60.0,,107.0,0.0,0.0,11.0,,0.0,3.0,0.0,8
Saint Vincent and the Grenadines,623.0,,,,0.0,19.0,3.0,6.0,0.0,,61.0,23.0,0.0,0.0,0.0,3.0,,,0.0,,0.0,0.0,20.0,16.0,,3.0,0.0,0.0,,0.0,,0.0,27.0,0.0,350.0,8.0,0.0,,0.0,0.0,24.0,0.0,,,0.0,3.0,11.0,,12.0,,0.0,7.0,4.0,0.0,0.0,0.0,3
Samoa,204.0,,5.0,4.0,,77.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0,31.0,,,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,6.0,,0.0,6.0,0.0,,0.0,,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,,3.0,0.0,0.0,35.0,0.0,0.0,8.0,0.0,0.0,0.0,3
San Marino,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Sao Tome and Principe,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0
Saudi Arabia,615.0,4.0,0.0,13.0,4.0,102.0,4.0,3.0,3.0,0.0,32.0,13.0,0.0,4.0,0.0,54.0,6.0,,4.0,6.0,,0.0,20.0,13.0,32.0,10.0,,8.0,,,4.0,,23.0,,23.0,10.0,0.0,23.0,5.0,5.0,7.0,0.0,0.0,5.0,3.0,5.0,77.0,,,4.0,,62.0,5.0,0.0,,0.0,6
Senegal,566.0,,,3.0,0.0,41.0,6.0,6.0,0.0,,12.0,29.0,0.0,0.0,0.0,11.0,16.0,6.0,,10.0,,0.0,45.0,21.0,19.0,3.0,0.0,5.0,0.0,,,,30.0,0.0,104.0,21.0,0.0,44.0,,,12.0,0.0,20.0,6.0,0.0,3.0,23.0,0.0,5.0,0.0,,31.0,4.0,0.0,6.0,0.0,6
Serbia,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Serbia and Montenegro,3582.0,6.0,7.0,97.0,10.0,347.0,33.0,89.0,,4.0,236.0,45.0,0.0,6.0,15.0,406.0,34.0,32.0,14.0,65.0,6.0,8.0,49.0,80.0,249.0,25.0,,60.0,0.0,10.0,37.0,12.0,193.0,,672.0,37.0,9.0,108.0,13.0,40.0,72.0,0.0,6.0,5.0,10.0,28.0,126.0,,,36.0,6.0,88.0,42.0,3.0,65.0,,33
Seychelles,26.0,,0.0,0.0,0.0,,4.0,0.0,0.0,0.0,5.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,0.0,0.0,0.0,,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0
Sierra Leone,2018.0,3.0,,12.0,3.0,104.0,7.0,13.0,10.0,28.0,26.0,78.0,0.0,,0.0,24.0,6.0,4.0,,3.0,0.0,,514.0,64.0,20.0,35.0,,18.0,0.0,,3.0,4.0,179.0,,114.0,42.0,,99.0,0.0,,155.0,0.0,,4.0,,11.0,90.0,0.0,0.0,,0.0,288.0,10.0,,7.0,,22
Singapore,433.0,0.0,,14.0,3.0,170.0,7.0,,0.0,0.0,14.0,10.0,0.0,7.0,0.0,10.0,,,3.0,0.0,0.0,,5.0,12.0,9.0,8.0,,,,,3.0,,17.0,,29.0,8.0,0.0,,0.0,5.0,5.0,0.0,,,0.0,0.0,35.0,,0.0,3.0,,17.0,16.0,0.0,,0.0,1
Slovak Republic,498.0,0.0,0.0,8.0,0.0,47.0,11.0,9.0,0.0,,58.0,9.0,0.0,,0.0,51.0,,0.0,,,0.0,0.0,7.0,13.0,4.0,7.0,,7.0,,0.0,6.0,,101.0,0.0,54.0,0.0,0.0,16.0,,4.0,22.0,0.0,,4.0,,4.0,9.0,0.0,0.0,,0.0,14.0,8.0,0.0,6.0,0.0,4
Slovenia,80.0,0.0,0.0,,0.0,9.0,,,0.0,0.0,10.0,,0.0,0.0,0.0,5.0,0.0,,,,,0.0,,,,0.0,0.0,9.0,0.0,0.0,,0.0,,0.0,8.0,0.0,0.0,,0.0,,,0.0,0.0,0.0,0.0,,3.0,,0.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,1
Solomon Islands,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Somalia,3816.0,0.0,,101.0,,184.0,41.0,7.0,0.0,,8.0,126.0,0.0,0.0,3.0,59.0,17.0,13.0,11.0,28.0,,93.0,32.0,86.0,58.0,1295.0,0.0,121.0,0.0,22.0,,0.0,,0.0,46.0,52.0,16.0,618.0,,56.0,11.0,0.0,0.0,0.0,5.0,105.0,99.0,0.0,0.0,35.0,,182.0,224.0,0.0,23.0,0.0,27
South Africa,2980.0,6.0,4.0,86.0,11.0,593.0,90.0,33.0,,7.0,367.0,172.0,,9.0,11.0,102.0,23.0,11.0,12.0,12.0,21.0,6.0,63.0,73.0,33.0,57.0,5.0,35.0,,6.0,35.0,4.0,97.0,5.0,106.0,69.0,,71.0,16.0,42.0,82.0,,6.0,35.0,,43.0,257.0,,,38.0,4.0,76.0,67.0,,41.0,3.0,20
"Soviet Union, former",3538.0,4.0,13.0,45.0,3.0,572.0,59.0,39.0,0.0,5.0,192.0,46.0,0.0,3.0,,287.0,23.0,15.0,19.0,16.0,6.0,6.0,161.0,208.0,65.0,47.0,,26.0,,9.0,21.0,13.0,318.0,6.0,572.0,18.0,3.0,70.0,,135.0,92.0,,6.0,12.0,4.0,20.0,70.0,,0.0,10.0,5.0,95.0,139.0,0.0,26.0,,24
Spain,1958.0,3.0,0.0,35.0,,308.0,16.0,17.0,4.0,8.0,430.0,30.0,,,5.0,48.0,7.0,3.0,10.0,8.0,3.0,0.0,47.0,42.0,21.0,17.0,,11.0,,3.0,16.0,5.0,309.0,7.0,179.0,13.0,0.0,24.0,4.0,15.0,25.0,47.0,8.0,9.0,,5.0,104.0,3.0,0.0,13.0,0.0,50.0,19.0,,9.0,0.0,10
Sri Lanka,1377.0,,4.0,13.0,4.0,403.0,9.0,14.0,0.0,5.0,52.0,13.0,,,,33.0,11.0,,12.0,6.0,4.0,0.0,127.0,42.0,23.0,26.0,,14.0,0.0,,23.0,,104.0,3.0,125.0,3.0,0.0,32.0,0.0,13.0,19.0,0.0,8.0,4.0,0.0,8.0,108.0,,0.0,3.0,0.0,60.0,15.0,0.0,12.0,,10
